location,age,population
51,37,116735
51,38,115569
51,39,117224
51,40,109599
51,41,107664
51,42,105789
51,43,102307
51,44,105424
51,45,102373
51,46,104306
51,47,109913
51,48,115217
51,49,115697
51,50,109693
51,51,108067
51,52,108046
51,53,110083
51,54,116879
51,55,118950
51,56,118156
51,57,115771
51,58,116098
51,59,115398
51,60,110920
51,61,109689
51,62,106599
51,63,102328
51,64,100508
51,65,95999
51,66,91437
51,67,86811
51,68,84121
51,69,82490
51,70,80070
51,71,79923
51,72,82315
51,73,60174
51,74,58951
51,75,56789
51,76,57230
51,77,48685
51,78,43698
51,79,40397
51,80,37031
51,81,34213
51,82,30587
51,83,27940
51,84,25560
51,85,154485
53,0,88095
53,1,88292
53,2,92153
53,3,93588
53,4,94348
53,5,93691
53,6,94015
53,7,92998
53,8,93926
53,9,94147
53,10,93421
53,11,95294
53,12,94405
53,13,92372
53,14,91502
53,15,90978
53,16,90157
53,17,89679
53,18,88906
53,19,88339
53,20,89802
53,21,91793
53,22,95255
53,23,99670
53,24,104743
53,25,109693
53,26,113228
53,27,119950
53,28,124594
53,29,125131
53,30,120390
53,31,116027
53,32,113501
53,33,114537
53,34,115024
53,35,111478
53,36,111229
53,37,111002
53,38,108237
53,39,108164
53,40,100271
53,41,97271
53,42,95340
53,43,91944
53,44,93205
53,45,88883
53,46,88322
53,47,92015
53,48,98115
53,49,100218
53,50,95182
53,51,90595
53,52,88429
53,53,88540
53,54,93478
53,55,95971
53,56,97661
53,57,97385
53,58,98487
53,59,98924
53,60,95709
53,61,95847
53,62,95120
53,63,92426
53,64,92078
53,65,89034
53,66,86383
53,67,81844
53,68,78574
53,69,76130
53,70,73232
53,71,71438
53,72,73672
53,73,53061
53,74,52156
53,75,50260
53,76,49187
53,77,41444
53,78,36656
53,79,33387
53,80,30473
53,81,28545
53,82,25356
53,83,23145
53,84,21168
53,85,134578
54,0,17755
54,1,17978
54,2,18620
54,3,19022
54,4,19650
54,5,19961
54,6,20189
54,7,20126
54,8,20011
54,9,19993
54,10,20111
54,11,20894
54,12,20844
54,13,20668
54,14,20675
54,15,21035
54,16,20947
54,17,21088
54,18,21161
54,19,21745
54,20,21923
54,21,22335
54,22,22558
54,23,22181
54,24,21883
54,25,21720
54,26,21519
54,27,22600
54,28,23230
54,29,22799
54,30,21347
54,31,20272
54,32,20224
54,33,20063
54,34,20230
54,35,19733
54,36,21149
54,37,21238
54,38,21468
54,39,22825
54,40,21680
54,41,21596
54,42,21651
54,43,20642
54,44,21820
54,45,21084
54,46,21984
54,47,22915
54,48,24227
54,49,23955
54,50,22650
54,51,22361
54,52,22725
54,53,22904
54,54,24446
54,55,24706
54,56,24612
54,57,24573
54,58,25234
54,59,25902
54,60,26006
54,61,26537
54,62,26389
54,63,25201
54,64,25566
54,65,24794
54,66,24315
54,67,23810
54,68,23465
54,69,22801
54,70,22718
54,71,21875
54,72,22515
54,73,15584
54,74,15446
54,75,14790
54,76,15019
54,77,12960
54,78,12032
54,79,10905
54,80,10167
54,81,9688
54,82,8840
54,83,7848
54,84,7303
54,85,40136
55,0,63366
55,1,64258
55,2,66589
55,3,67711
55,4,68572
55,5,68237
55,6,68628
55,7,69102
55,8,69473
55,9,71800
55,10,71443
55,11,73463
55,12,74291
55,13,73861
55,14,73733
55,15,74505
55,16,73798
55,17,73767
55,18,75268
55,19,80230
55,20,79368
55,21,78967
55,22,79323
55,23,77311
55,24,75603
55,25,76880
55,26,77519
55,27,77243
55,28,74449
55,29,73553
55,30,71011
55,31,70365
55,32,71108
55,33,73093
55,34,76001
55,35,73311
55,36,74769
55,37,74909
55,38,74491
55,39,76021
55,40,71099
55,41,68939
55,42,67799
55,43,64903
55,44,66834
55,45,63701
55,46,64177
55,47,67524
55,48,73233
55,49,74349
55,50,71532
55,51,71284
55,52,73340
55,53,75736
55,54,80333
55,55,82542
55,56,83360
55,57,84079
55,58,86440
55,59,85819
55,60,83435
55,61,82429
55,62,80863
55,63,77233
55,64,76818
55,65,73725
55,66,70136
55,67,68089
55,68,64851
55,69,61815
55,70,59125
55,71,56817
55,72,57839
55,73,41579
55,74,40772
55,75,39584
55,76,40694
55,77,35102
55,78,31270
55,79,28638
55,80,27324
55,81,25807
55,82,23493
55,83,21955
55,84,20319
55,85,128309
56,0,6572
56,1,6702
56,2,7075
56,3,7248
56,4,7334
56,5,7352
56,6,7380
56,7,7362
56,8,7443
56,9,7759
56,10,7801
56,11,8010
56,12,8023
56,13,7821
56,14,7783
56,15,7455
56,16,7412
56,17,7202
56,18,6960
56,19,7478
56,20,7542
56,21,7789
56,22,7889
56,23,7634
56,24,7229
56,25,7207
56,26,7373
56,27,7727
56,28,7799
56,29,7935
56,30,7587
56,31,7382
56,32,7602
56,33,7858
56,34,7963
56,35,7928
56,36,8066
56,37,7958
56,38,7712
56,39,8084
56,40,7400
56,41,7103
56,42,6817
56,43,6569
56,44,6648
56,45,6371
56,46,6210
56,47,6345
56,48,6691
56,49,6835
56,50,6252
56,51,6089
56,52,6066
56,53,6256
56,54,6738
56,55,7089
56,56,7412
56,57,7435
56,58,8073
56,59,8259
56,60,8041
56,61,8047
56,62,8240
56,63,8120
56,64,8038
56,65,7681
56,66,7396
56,67,6844
56,68,6564
56,69,6317
56,70,5894
56,71,5821
56,72,5883
56,73,4081
56,74,4109
56,75,3946
56,76,3949
56,77,3370
56,78,2920
56,79,2764
56,80,2552
56,81,2307
56,82,2135
56,83,1898
56,84,1757
56,85,10991
